"genome"	"D300420"	"D300430"	"D300434"	"D300442"	"D300455"	"D300459"	"D300460"	"D300462"	"D300464"	"D300469"	"D300476"	"D300487"	"D300493"	"D300497"	"D300499"	"D300503"	"D300505"	"D300507"	"D300513"	"D300515"	"D300520"	"D300524"	"classification"
"D300418:bin_000001"	0.112979303598588	0.587760380025862	0.161722042438008	0.220598580933047	0.154603257555962	0.13534066316925	0.169929582654955	0.180314633541704	0.231402383871681	0.29027892236672	0.112476801136326	0.173530850301166	0.102426751891084	0.156445766584256	0.199995979980302	0.286677654720508	0.100165490810905	0.17286084701815	0.16306204900404	0.0958942198816774	0.242541188451823	0.18157088969736	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faeciplasma;s__Faeciplasma gallinarum"
"D300418:bin_000013"	0.00970934549152008	0.362267897345855	0.0313785470189523	0.0651362051848334	0.0396089855813004	0.0566485654174118	0.0191614897779668	0.00263631235200214	0.0337576581658811	0.0298996400897804	0.0267489253276315	0.0219264027325056	0.011188252420692	0.0243055138794344	0.020318895200797	0.0304140424999271	0.0050154234989309	0.0235339102642142	0.0118955557346438	0.0133744626638157	0.0148533695929877	0.0154320723044028	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimivicinus;s__Fimivicinus intestinavium"
"D300428:bin_000008"	0.0977492958098083	0.0290985533416269	0.232242341281564	0.202285653659085	0.153293987443155	1.00682554806176	0.199789263023878	0.105316479922778	0.109295102497639	0.13628732624081	0.402308953305013	1.11424835758299	0.0467293122027735	0.181846455333331	0.0769980486546535	0.0671685105285275	0.0391621280898035	0.12489754396768	0.183250675065634	0.111011371059343	0.116706262195908	0.0640480222345193	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Coproplasma;s__Coproplasma excrementigallinarum"
"D300430:bin_000010"	74.145265112262	235.590095784687	1.79408857934375	1.15547401524638	2.25766767318449	4.89664477029469	3.48826399334112	27.2586506441292	12.5263819405246	16.8387421170728	4.90454185890135	6.33621404908724	7.75933939021148	1.54533028823374	12.9267343439385	5.72973763672459	10.2331773686101	6.55768240108813	5.96010270880136	5.29629743168019	23.4391087818957	7.63338582509248	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__Intestinimonas timonensis"
"D300432:bin_000001"	0.0282259809959371	0.00692234134691233	0.11633826387679	0.107967060387501	0.0818875418247149	2.8580147297407	0.092727177112128	0.023181794278032	0.134314886754431	0.138929780985706	6.3682857313552	1.62036449078577	0.10710847541424	0.19886974443145	0.122777651176244	0.295192246119106	0.0521053755647432	0.0811899415339408	0.137158949478356	0.0562373157485591	0.181805368087899	0.0958932092010259	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Fimicola;s__Fimicola sp944379995"
"D300435:bin_000001"	31.7388395715665	1.46567904571178	52.3924575530141	33.1615039954495	47.3863805100945	27.7753073286702	44.6970238595626	22.7104829186776	2.83077458531155	27.3073318128287	14.1389651192664	20.2731448127509	1.84868595240658	4.34188414257128	6.1763693773604	7.83372864883806	12.4717065923542	31.0146029730764	24.9638598611119	0.774027496360452	18.6329324658652	10.6206047502284	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Anaerotignum;s__Anaerotignum merdipullorum"
"D300442:bin_000001"	0	0	0.0837247542418657	58.0963681140266	9.23788264370759	0	0.00861132982817987	0	0	0.00131998486417356	0	0	0.00201140550731209	6.28564221035027e-05	0	0.000314282110517514	0.00119427201996655	0.23885440399331	0.00106855917575955	0.000377138532621016	0.00527993945669423	0.000502851376828022	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__CAG-274;g__Tyzzerella;s__Tyzzerella sp944383305"
"D300442:bin_000015"	2.54826777620798	8.50703155013194	1.54748684274057	36.1157062094707	1.13004431587499	2.36059183000842	4.91211349566393	1.99347962540385	12.7043914911841	5.09653555241596	3.24774904325154	1.75589321364618	13.3678175638655	4.12398998221907	11.1743287016141	9.46734879385666	1.88232256330914	1.23810493478576	1.37634275421799	2.8430071816489	8.88180613956457	1.53830247736448	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum merdipullorum"
"D300443:bin_000002"	0.218296015921634	0.15546501796151	0.24170473286076	0.529559667763027	0.184878821431338	0.141619957349058	0.265057847146824	0.43231062755749	1.59346083145242	0.308539121841352	0.160747270002406	0.120546551838539	0.283907146534861	11.4635433791512	0.788167607154653	4.91038149721635	0.233975964085134	0.222299406942102	0.212791353268491	1.10148855715934	0.610795143886692	0.419188401434845	"d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ;s__Clostridium_AQ sp900552125"
"D300443:bin_000003"	0.0045202075655445	0.00161116309266933	0.00358036242815406	0.00366987148885791	0.017499021367603	0.0334763887032405	0.0448887939429815	0.00179018121407703	7.44227560675209	22.1896541847276	0.0164696671695087	0.2846835675686	9.82393269396017	3.54442454028146	26.8080084353339	1.11317943344345	4.59409729515553	0.00622087971891768	0.0295827445626229	4.2354344889152	13.1474488724245	66.690560613149	"d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Scatosoma;s__Scatosoma sp900555925"
